	Url	Category	Position	Title	Location	Amount_Raised	Goal	Number_of_Donations	Length_of_Fundraising	FB_Shares	Number_of_Donors	Followers	Text
0	https://www.gofundme.com/f/covid-adventure-run-2020	Travel	5	COVID Adventure Run 2020	Lake Worth, FL	10665	100000	149	172 days 00:47:38.237734000	1.3K	144	145	"We are in unprecedented times with a COVID-19 (CORONA) virus pandemic and as a result an economic anomaly here in the United States.  COVID-19 is not only affecting patients but their families and their livelihoods.  People that are not sick with COVID but are still affected by the impact, don't have jobs, working under stress, still haven't received their stimulus checks, and still have bills to pay. Brian (as seen in the documentary ""Run, Jump, Paddle"") has run three previous 1200 mile, multistate events to raise funds for those in need, usually along the Appalachian/Blue Ridge.   Brian will be running from the Sabino Canyon in Arizona to Montana, from June 3rd to June 29th, uncrewed.  the average cost of this type of run (crewed) is about $10,000.00.  The rest of the funds will be evenly distributed to the listed charities and COVID-19 patients.  https://vimeo.com/174594547 https://www.homelessangels.org/ https://ripmedicaldebt.org/ https://sliceouthunger.org/ "
0	https://www.gofundme.com/f/help-zimbabwe-people-and-wildlife	Travel	6	Zimbabwe’s people and wildlife need your help	Seattle, WA	10000	10000	41	184 days 00:47:39.401244000	166	36	36	"
Zimbabwe is facing its worst drought in nearly half a century, compounded by the devastating COVID-19 pandemic. Southern Africa’s greatest safari destination is reeling, its people starving, and its wildlife threatened. Especially vulnerable is Hwange National Park, Zimbabwe's oldest and largest game reserve.  Imvelo Safari Lodges works tirelessly to protect and sustain Hwange's endangered wildlife – including nearly 50,000 elephants – as well as thousands of villagers who depend on the park to survive. Help Imvelo protect Hwange’s people and wildlifePlease contribute to Imvelo’s conservation and community initiatives during this challenging time. In the US, your donation is 100% tax-deductible.  $25 provides lunch to one school child for six months. $130 provides school fees for one child for a year (including books and uniform)$150 provides a wildlife protection unit with yearly medical insurance and supplies.$500 maintains one community manual water pump during the dry season$7000 maintains one solar hybrid pump for wildlife during the dry season You can make a real difference! With your support, Imvelo can continue to:Provide over 3000 children PER DAY with school lunches during the dry months of May to December. This gives children the energy to walk to school, to learn more effectively and ensures attendance and the continuity of education. Learn more  Deliver food aid to isolated and drought-stricken villages until productive harvests re-establish food security. Last year, we managed to deliver two 30 tonne truckloads of maize to our frontline communities prior to the rains.Maintain 19 solar hybrid pumps and pump 16 water pans in and around Hwange. These hybrid solar units pump over 750 million litres of water a day to the surface for up to 10,000 elephants and a number of other animals. Maintain over 80 community water wells and continue to solarize as many of these as possible. These water points provide clean water to thousands of people in our frontline communities south of Hwange.Fund the Cobras Community Wildlife Protection Unit. This Imvelo-funded anti-poaching squad is made up of 19 scouts from local villages. As well as providing protection for park animals, the Cobras also help communities set aside communal land to conserve wildlife outside of the park and on their own lands. Learn more Improve access to healthcare by building infrastructure and by operating the annual Smile and See Safari. Over the course of the past 8 years, volunteer dentists and optometrists from Spain and Italy have provided over 27,000 rural Zimbabwe’s with free dental and eye care over the past decade. Learn more  Your donation is 100% tax-deductible in the USAThe Travelers Conservation Trust (TCT) transfers all donated funds directly to the Imvelo Safari Lodges Trust to be distributed where most needed. For more information on the various projects and the costs associated with maintaining Imvelo’s conservation and community efforts, please contact [email redacted].Learn more about Imvelo's school lunch program in the video below. The information in the video refers to the drought and hunger situation in 2019. In 2020, the need will be even greater thanks to continuing drought, crop failure and the lack of tourism support due to Covid-19:
"
0	https://www.gofundme.com/f/nepal-guide-and-porter-food-project	Travel	6	Nepal Guide and Porter Food Project	Berkeley, CA	9945	9000	62	99 days 00:47:40.512465000	12	61	52	We've always believed travel can be a force for good, but with international travel put on hold by the coronavirus pandemic, the impact on local communities dependent on tourism has been devastating.In the meantime, we've put our heads together and come up with a way to tackle an urgent need in the Nepali tourism community – the welfare of our local sherpa guides and porters. While most porters are subsistence farmers, the bulk of their income comes from assisting visitors as they trek into the heart of the Himalayas. The salary and tips they receive help them feed their families, send their children to school, and even save for a larger plot of land or open their own teahouse. Without tourists, they have no income stream and are receiving little to no financial support during this time. March into May is typically the busiest climbing season, but all operations abruptly halted due to Covid-19. While Nepal is planning a phased end to its lockdown, the impact in the fall climbing season will be dramatic as well. The situation is becoming dire and many of the porters and their families are becoming desperate.Wilderness Travel and our partners on the ground are organizing a food delivery to send food staples such as rice, grains, dal, cooking oil, and soap to our guides and porters. Rice is a very important staple in the Nepali diet and a 100-pound bag of rice costs only $50. We are hoping our past guests who visited Nepal will consider assisting us in these efforts and we're asking your help with donations to purchase these food staples. Our goal is to raise US$9,000.WT is not an NGO, nor do we have a non-profit arm, so these donations will not be tax-deductible.
0	https://www.gofundme.com/f/farmington-mountain-bike-trail	Travel	6	Farmington Mountain Bike Trail	Farmington, UT	10725	10000	146	173 days 00:47:41.447982000	476	142	143	Farmington City approved a mountain bike trail system to be created within their city.  Several members of the community and the Farmington Mountain Bike Team (NICA, Utah High School Cycling League) took the proposal before the city for approval.  We collectively submitted a grant application to the Utah Office of Outdoor Recreation and were awarded a grant on May 15, 2020.  The grant is a match grant, meaning we have to match it with funds in order to access it.  We conducted several funding campaigns with local bike shops (Biker's Edge, Loyal Cycle, Trek Centerville).  This gofundme is created to allow for the donations to be made in a simple fashion.  100% of donated funds will go directly towards the build of the trail project.
0	https://www.gofundme.com/f/galapagos-local-boat-crew-fundraiser	Travel	7	Galápagos Local Boat Crew Fundraiser	Berkeley, CA	9665	9000	69	65 days 00:47:42.554962000	6	67	58	We've always believed travel can be a force for good, so with international travel put on hold by the coronavirus pandemic, the impact on local communities and conservation efforts dependent on tourism has been devastating.  Until international travel can resume in earnest, we’ve put our heads together and have come up with a way to tackle an urgent need in Ecuador’s Galápagos Island community – the welfare of our local ship staff and crew. Since the Galápagos Archipelago is a national park and caters solely to tourism, the families who make these islands their home have been without a source of income since COVID-19 abruptly closed Ecuador’s borders in March.  And while the Galápagos Islands are now officially “open” to tourists again (beginning  August 1), the reality is that international travelers are not expected to fully return until late next year.  Unfortunately, most local inhabitants do not have the savings to sustain this extended period without hardship. Wilderness Travel and the owners of The Mary Anne and The Passion, are organizing a collection for our hard-working Galápagos staff, crew, and their families.  This money will go towards food, rent, and children’s school supplies.  We are hoping that our past guests who have visited the Galápagos Islands will consider assisting us in our efforts to get our friends through these tough times.  Our goal is to raise US$9,000.WT is not an NGO, nor do we have a non-profit arm, so these donations will not be tax-deductible.
0	https://www.gofundme.com/f/repatriation-flight-to-bangkok	Travel	7	Repatriation Flight to Bangkok	Elgin, IL	8690	5000	166	62 days 00:47:43.465954000	563	165	166	I never thought that at the end of February, I wouldn't be able to see my family and newborn son due to the pandemic. It's been hard watching my son grow through a screen via FaceTime. Now, there's an opportunity for me to get back to Bangkok but at a very steep price of a repatriation flight. I've got confirmation from the Royal Thai Consulate in Chicago today that I'm eligible to return but have to book via their approved airlines and self quarantine for 14 days on my arrival into BKK. Repatriation flights are expensive and mostly considered as charter flights. The roundtrip flight and lodging during quarantine will cost several thousands. Now, I'm asking my friends and family to help make me seeing my son a reality.  If you're able to help contribute, I'd greatly appreciate it as it'll help me get to my son and wife sooner. Thank you, God bless and please stay safe and take care of one another.
0	https://www.gofundme.com/f/send-papa-jake-back-to-brownlow-house-castle	Travel	7	Send Papa Jake back to Brownlow House Castle	Martinez, CA	8640	10000	392	97 days 00:47:44.484137000	261	390	392	"
After finding old photos from World War 2 of Papa Jake when he was stationed at Brownlow House in Ireland, he would love to return! Bringing up these old photos has brought back memories to Papa Jake.The last time he was there, he was 19 years old serving in the US Army. He was      apart of G-3 V Corps. Papa Jake helped with the training of the 34th Division for Operation Torch at the Brownlow House.Papa Jake would love to return once it is safe to do so and travel restrictions are lifted.If you would like to help us get him there, any amount helps. Your donations will help pay for Papa Jake's flight, hotel accommodations, transportation, food, and for a family member to travel with him.

If you would like to view his Tiktok account (@storytimewithpapajake) and see the video of him recalling the photos at Brownlow House, I have attached them below.Part 1https://vm.tiktok.com/J2B4kDb/Part 2https://vm.tiktok.com/J2BU4Ja/Part 3https://vm.tiktok.com/J2BDVa3/Part 4 https://vm.tiktok.com/J2yr1Wy/Thank you for taking the time to listen to a 97 year old World War 2 veteran's story!
"
0	https://www.gofundme.com/f/relief-for-guides-and-porters-of-nepal	Travel	8	RELIEF FOR OUR  GUIDES AND PORTERS OF NEPAL	Raised $790 from 8 donations	8389	10000	87	74 days 00:47:45.737394000	361	83	84	NamasteI am Saligram owner of MOUNTAIN WORLD TREKS. Sadly COVID19 has shut the tourism industry, the largest industry in Nepal. My staff of 25 Porters and 10 Guides and their families have been deeply affected by this devastating shutdown.  They have lost their only income and our government does not provide assistance for them or their families during these unusual times. Guides and Porters, are the true heroes of your adventure in Nepal. Most Trekkers will hire guides and porters to carry their supplies in the high altitude. They work tirelessly to make sure you have a safe and enjoyable trip, and they are eager to share their love and knowledge of Nepal. You leave Nepal with new friendships that will last a lifetime.  With our country closed to the 100,000 visitors that explore the beauty of the mighty Himalayas every year, our guides and porters, as well as their families, are in trouble. They are more often than not the sole provider for their families, and as mentioned previously, with no assistance from our government they are suffering great financial hardship. I am reaching out to you with the hope that you will help me raise funds for my team of Guides and Porters.  I never imagined we would be facing these difficult times, and I fear the uncertainty of our future.  I am seeking your kindheartedness to give a lending hand. No donation is too small and will go a long way to bring a smile back to their faces.   I know together we can bring joy back to those who are suffering great hardships during these unprecedented times. If you are reading this,  please know that any help you choose to give, whether it be a monetary donation, or simply sharing this campaign on social media, will be appreciated beyond measure.  At the end of this campaign the funds will be divided evenly among my team of 10 Guides and 25 Porters with the hopes of easing the financial strain each one of them and their families is  suffering as a result of our country being closed to all international travelers. I look forward to the day I can welcome each and everyone of you with open arms to my beautiful country of Nepal.  Please stay safe and take care of each other. With sincerest gratitudeSali
0	https://www.gofundme.com/f/bhutan-local-guide-and-staff-fundraiser	Travel	8	Bhutan Local Guide and Staff Fundraiser	Berkeley, CA	8375	7500	67	56 days 00:47:46.726604000	4	67	49	We've always believed travel can be a force for good, but with international travel put on hold by the coronavirus pandemic, the impact on local communities dependent on tourism has been devastating.In the meantime, we've put our heads together and come up with a way to tackle an urgent need in the Bhutanese tourism community—the welfare of our local guides and drivers.This staff and their families rely heavily on the income they receive from assisting travelers and sharing their boundless enthusiasm and expertise. The salary and tips they receive help them feed their families, send their children to school, and pay rent. Without tourists, they have no income stream—September through December is typically the busiest season for tourism, but COVID–19 has abruptly cut off their means of income this year.Wilderness Travel and our partners on the ground are organizing a food delivery to send food staples such as rice, lentils, milk powder, cooking oil, and soap to our guides and drivers. We are hoping our past guests who visited Bhutan will consider assisting us in these efforts and we're asking your help with donations to purchase these food staples. Our goal is to raise US$7,500.WT is not an NGO, nor do we have a non-profit arm, so these donations will not be tax-deductible.
0	https://www.gofundme.com/f/permaculture-bamboo-home-and-farm	Travel	8	Permaculture Bamboo home and farm	Rockville, MD	8293	25000	34	122 days 00:47:48.190839000	432	34	34	Would you like to visit the beautiful colonial city of San Cristobal de Las Casas, while contributing to green building, organic farming and permaculture efforts? Consider pre-paying an all expenses covered learning vacation with us! The pandemic struck just at a critical time in our bamboo house and sustainable farm construction project, severely curtailing the income we counted on to finish! As this is a time sensitive moment because the bamboo structure needs to be preserved to last for generations to come, we are asking for help in the final stages of construction to make our dream come true. Our site is on a beautiful mountain at the edge of colonial San Cristobal de Las Casas, Chiapas in southern Mexico. It is a lovely vacation spot and a great place to come and learn about green building, soil biology and sustainable farming practices! We are inviting all of our friends to donate what they can, or you can choose to become official sponsors by contributing 1k dollars or more, in exchange for a one week all inclusive stay scheduled at your convenience (Per week per person, excluding travel expenses), glamping on our beautiful mountain site or enjoying nearby luxury green built apartments, included site seeing tours, green building workshops and organic farming experiences. Whether you are able to contribute or not please consider visiting to share and learn about sustainable living with us!
0	https://www.gofundme.com/f/climb-kili-food-pantry	Travel	9	Climb Kili Food Pantry	American Fork, UT	7600	8000	88	169 days 00:47:49.313501000	211	87	87	Hi fellow Kili Climbers!One of our clients, Alethia, wanted to start this campaign for our local Climb Kili staff. I am Alethia Hinds and I live in Miami, FL. I climbed Mt. Kilimanjaro in December 2019. It was definitely one of the hardest things I’ve ever done as I’m sure many of you will agree. I wouldn’t have made it to Uhuru Peak without the support and care of my Climb Kili Team along the way. My team anticipated all of my needs, guided me through difficult paths, and believed in me more than I believed in myself!From all of the amazing reviews I’ve read and my personal account, I know I am not the only one that received exceptional care with Climb Kili!Unfortunately, due to COVID-19, there has been an unexpected halt in their hiking season. The guides and porters who helped us up the mountain are now in need of financial support as their means of income has been eliminated.It’s our turn to take the lead.It has become increasingly more clear that COVID-19 will have a lasting impact on the travel and tourism industry.  If you are able to, I am asking you to participate in a campaign to create a food pantry for the Climb Kili staff in Tanzania.  This way, they can be supplied with the staples they need most. Even a $10 USD donation will go a long way to support the life of our friends in Tanzania. To put this in perspective $10 USD can purchase ALL of the following:1 kg (2.2 lbs) Rice1 kg (2.2 lbs) Maize flour1 kg (2.2 lbs) Dried beans4 loaves of Bread2.3 kg (5 lbs) of PotatoesAll of the money raised on this platform will go directly to the fund to purchase the aforementioned items and they will be safely and equally distributed to the staff in Tanzania.With the support we receive from these contributions we do a small part to ensure our friends can sustain for a little longer, hopefully until tourism and travel begin again.Your support will mean the world.Thank you, thank you, thank you!
0	https://www.gofundme.com/f/namaste-goes-camping	Travel	9	Namaste Goes Camping	Olympia, WA	7590	6000	99	117 days 00:47:50.363155000	89	92	93	"


My name is Justin Edminster. I am the partner of Nayomi Kanz, daughter of Namaste Kanz. Namaste is a cancer survivor. She began her fight with cancer in 2014 when doctors removed a cancerous tumor in her breast. The battle was thought to be won; unfortunately, the cancer returned, and this time, it has occupied in and around Namaste's lungs. Both women reside near and dear to my heart. 

 

Recently, King 5 News and Drew Mikkelsen did a story about Namaste's fight, and captured just a sliver of the powerful love shared between mother and daughter. The creation of this campaign was inspired by people I love and the opportunity presented by King 5 News. Unprompted, my stepmother texted me, ""Son, why didn't you tell us about Nayomi and her mom on the news??!"" She sent me a phone recording of the news segment via text. It brought tears to my eyes, and it gave rise to the opportunity in front of me. 

 

Nayomi has recently floated the idea — floated.. haha — that her mom has wanted to rent or buy a motor home for their annual summer trip to the coast. I thought, what better way to continue Namaste's story than by getting her there in style. Let's blow this balloon up a little bigger and let it travel a little higher. So, I ask you to donate $5 to this campaign. I ask that you pass this story on to another whom will do the same. Let's continue to spread love and compassion to those we love, and let that love extend to those that are loved by others. Thank you!

 

Here is the link to the King 5 News story:

https://www.king5.com/article/news/local/no-hospital-visitors-balloon-get-well-message/281-eb43979d-07fe-4197-aa64-de2aac96224a
"
0	https://www.gofundme.com/f/neal-family-vacation	Travel	9	Neal Family vacation	Brookston, IN	7337	6000	59	83 days 00:47:51.556433000	600	54	55	As some may know and some may not the Neal family has been battling cancer for a year now! They have their good and bad days! They have just had a tough year. They haven’t let that get the best of them! They are a very loving and giving people. I would like to give them just a little time to unwind and relax and forget about their troubles for a few days.To give these amazing grandparents some time to enjoy their grandchildren. Time for their kids to enjoy there mom and dad. As a family of 14 this isn’t gonna be cheap and with medical bills and doctors appointments plus the usual day to day that life brings it not something that can be done with out some help! With  all the unknowns of cancer let’s not waste anytime! In honor of  Randy Neal ! I think we could pull this off! The money would be spent on a cabin in the Great smoky mountains of Tennessee!
0	https://www.gofundme.com/f/sad-to-go	Travel	10	Sad to go	Seattle, WA	7157	5000	31	40 days 00:47:52.526255000	176	31	30	Hi my friends, it's with a very heavy heart that I share this with you. I will be leaving Seattle by the end of October. I can't afford to live here any longer, especially during this pandemic. After having covid in March and being sick for two months, I haven't been able to physically snap back as I had hoped. I still wake up with crackling in my throat and lungs on a daily basis. In addition, I've been experiencing significant bouts of what feels like chronic fatigue which lasts for 1-2 days. I also occasionally hear a clicking sound from my heart beat. I need time to rest and heal my body, but I unfortunately can't do that here. I'm too far behind on bills and rent which add up to about $2,500 I'm currently trying to get assistance from the utilities company, but they would only cover a small portion, and it's not 100% guaranteed. I haven't been able to get any unemployment during this pandemic and all of the savings I had are gone. It's too much for me to handle right now with my current energy levels. I'm setting the $ amount here at $5000 because I know the other portion of it will help me with my expenses moving forward. I have a Seattle friend who will be driving me up with a u-haul to Iowa. There I have a lifelong friend that I will be moving in with. After winter is over we plan to head to St. Paul, or Minneapolis to start over. There's so much uncertainty for all of us right now. If you can afford to give a little I would greatly appreciate it. I completely understand if you cannot. It's a very difficult time for us all. I'm sending you all so much love. Thank you for your friendship, your support, and your love. You've watched me grow into the person I am today, and I am so grateful for that. I love you so much. Thank you. 
0	https://www.gofundme.com/f/moroccan-guide-and-saharan-camp-staff-fundraiser	Travel	10	Moroccan Guide and Saharan Camp Staff Fundraiser	Berkeley, CA	7050	6000	57	120 days 00:47:53.456647000	1	57	52	We've always believed travel can be a force for good, but with international travel put on hold by the coronavirus pandemic, the impact on local communities dependent on tourism has been devastating.In the meantime, we've put our heads together and come up with a way to tackle an urgent need in the Moroccan tourism community – the welfare of the local Moroccan guides and Sahara desert camp staff. The guides and camp staff rely almost completely on the income they receive from assisting visitors as they explore Morocco and share their boundless enthusiasm and expertise in this fascinating country. The salary and tips they receive help them feed their families, send their children to school, and help pay for any social service needed such as medical care. Without tourists, they have no income stream and as the guides often are not affiliated with any official organizations, they are not receiving support or salaries during this time. March and April are typically their busiest season but COVID 19 has abruptly cut off their means of support.Wilderness Travel and our partners on the ground are organizing emergency financial relief to our amazing local guides, who lead our groups throughout Morocco and the hardworking Sahara desert camp crew who take such good care of our groups. We are hoping our past guests who visited Morocco will consider assisting us in these efforts. We’re asking for your help with donations to each of our camp staff and local guides. Our goal is to raise $6,000 USD.At the end of July, Moroccans celebrate their most important religious festival, Aid-el-Kebir (the “big feast”) to celebrate the end of Ramadan. Often called the Moroccan Thanksgiving, it is a time for families to get together and share special meals, often including lamb with couscous, over the course of three days. Parents also buy new clothes for their children to wear during the celebration and beyond. The Aid expenses typically run about $200-$300 for a family of 4. Wilderness Travel hopes to raise enough money in time to help the camp crew and our local guides celebrate their Thanksgiving this year.WT is not an NGO, nor do we have a non-profit arm, so these donations will not be tax-deductible.
0	https://www.gofundme.com/f/help-craig-take-an-adventure-of-a-lifetime	Travel	10	Help Craig Take an Adventure of a Lifetime	Delaware, OH	6990	5000	62	107 days 00:47:54.457704000	262	59	59	As some of you may know, my father, Craig Schmidtgesling, has been diagnosed with ALS or Lou Gehrig's Disease. ALS (or amyotrophic lateral sclerosis) is a nervous system disease, which means it affects the abilities of the brain and spinal cord to maintain muscle control. Think Stephen Hawking. Although he has started to lose some control he is still able to be the amazing person that he is, but this will not last for as long as it should. Before he begins to lose more control and is no longer able to travel, I am trying to raise some money for my father and mother to take one last trip together (they have been married 26 years). He has been the best dad, father-in-law, husband, son, and most recently grandfather (or as he likes to say Grand Vader). He deserves everything and more, but I'm hoping with everyone's help we can at least give him a trip of a life time. Thank you for contributing anything you can, or for simply sharing this fundraiser for others to see.
0	https://www.gofundme.com/f/egypt-guide-and-crew-fundraiser	Travel	11	Egypt Guide and Crew Fundraiser	Berkeley, CA	6710	6000	32	44 days 00:47:55.457939000	0	32	22	We've always believed travel can be a force for good, but with international travel put on hold by the coronavirus pandemic, the impact on local communities dependent on tourism has been devastating.In the meantime, we've put our heads together and come up with a way to tackle an urgent need in the Egyptian tourism community—the welfare of our local guides, drivers, Lazuli boat crew, and our two amazing Egyptologists, Ahmed Ali and Mohamed Ossama. This staff and their families rely heavily on the income they receive from assisting travelers and sharing their boundless enthusiasm and expertise. The salary and tips they receive help them feed their families, send their children to school, pay for medical bills, and pay rent. Without tourists, they have no income stream and are receiving little to no financial support locally. COVID–19 has abruptly cut off their means of income this year and it isn’t clear when tourism will fully resume.Wilderness Travel is organizing an emergency financial relief fund to help our local guides and Lazuli boat crew in their time of need. Our goal is to raise $6,000 USD. WT is not an NGO, nor do we have a non-profit arm, so these donations will not be tax-deductible.
0	https://www.gofundme.com/f/sippel-family-fund-raiser	Travel	11	Sippel Family Fund Raiser	Mackinac Island, MI	6605	5000	80	180 days 00:47:56.466481000	391	79	79	Friends of the Sippel Family know what a tough time they are going through at this time. Many have reached out to see how they can help. In addition to emotional and prayerful support, some friends are organizing this Go Fund Me page so we can all have a way to support their efforts. Please give if you can. The search has taken a more intense turn this week with the family hiring a private detective.  All the money raised here will go directly to the family to assist with all the extra expenses they are facing. Thank you so much. Kind gestures in times like these help sustain their emotional effort.
0	https://www.gofundme.com/f/a-ride-for-netta	Travel	11	A  ride for   Netta	Paris, TX	nan	nan	nan	nan	nan	nan	nan	Hi! My name is Jannetta and I am trying to raise money for a car. I am on limited income but do work partime. I  am a carry out clerk and work hard. It isnt easy to ask for help. I walk to work on most days unless Im able to find a ride.  I appreciate any help given.
0	https://www.gofundme.com/f/let039s-get-aaron-an-offroading-rig	Travel	12	Let's get Aaron an Off-Roading Rig!!	Raised $390 from 9 donations	6105	5500	70	42 days 00:47:58.840995000	307	68	68	"Hi everyone!My name is Cheree and my best friend Aaron has cerebral palsy and has been in a wheelchair most of his life.  As you can imagine, this greatly limits his abilities to go places without a paved road or ADA access.  Aaron is an amazing human with a huge heart.  His birthday is September 29th, and I'm starting this fundraiser to raise $5500 so that we can buy him this AWESOME off-roading rig so that he can go places he has never been before!  With this ""not a wheelchair"", Aaron will be able to experience hiking trails, national parks, rugged terrain, and be able to travel places he otherwise could not in his conventional chair. Please watch the YouTube video and see how amazing this rig is! If you've ever gone on an epic hike, or sat on the beach watching the sunset, you know how exhilarating that feels.  I want Aaron to have the freedom to experience these things and more. I can't think of someone more deserving of such a gift! My adventure buddy will have no limits! Please donate whatever you feel you can; no amount is too  small.  This would be a dream come true.  With love,Cheree"
0	https://www.gofundme.com/f/adventure-van-replacement-fund	Travel	12	Adventure Van Replacement Fund	Louisville, TN	6050	5000	61	106 days 00:47:59.922148000	119	58	58	"
Have you ever been on an ABus Adventure? Would you like to participate in a grassroots attempt to purchase a vehicle for future rafting/hiking/biking/camping trips?

Vanna White is experiencing catastrophic engine failure:( and I am looking for help with replacing this adventure machine with a used/new to me 15 passenger van so that the fun doesn’t have to stop. Vanna White spent her life transporting kids, coworkers, friends, and strangers on so many free adventures that it’s difficult to count the river rafting trips, the cross country/multi day explorations, the Greenway bike trips, the mountain hiking trips, the moving/cargo hauling trips, the Cumberland trips, the community volunteer trips with kids helping grow and distribute food and many other fun, exciting, and life affirming events. Recently Vanna has been diagnosed with Engine failure that is cost prohibitive to repair. My goal is to salvage as much as possible and add it to a similar vehicle so that her legend may live on and continue to bring people and the joys of outdoor adventures together. If you’ve ever been or wanted to join in on ABus adventures, now is the time to donate a small medium or large sum of money to help offset the cost of providing these free trips to all the folks who value the fun and camaraderie that outdoor play offers to the spirit! While sharing in the cost is not required to anyone at any time, those who have adventured with us before know the costs that procuring and maintaining the gear for these trips is substantial. Your donations will be used to help bring another vehicle of adventure transport to life for future years of enjoyment to those that care to join and even those that just like to see the pictures and videos of people from all walks of life living life to the fullest in our beautiful outdoors:) 
"
0	https://www.gofundme.com/f/save-the-samba	Travel	12	Save The Samba: COVID Relief in the Galapagos	Los Gatos, CA	5995	61740	28	131 days 00:48:01.312640000	2	28	28	This is Gina Barton, CEO of Cheesemans’ Ecology Safaris, writing you. CNH tours was pivotal in setting up the first GoFundMe to help raise funds for The Samba Team, and they have passed the torch on to us to continue fundraising efforts. While to date, we’ve raised $54,008 from the first GoFundMe, this will only cover The Samba Team's basic food costs for the four months they’ve been out of work through the end of June. We’d like to support them through the end of the year, but let me explain why...BackgroundWhile COVID-19 has affected businesses all over the world, tourism-related businesses may be affected for a longer period than most others. While some are fortunate enough to live and operate in wealthier countries where social assistance may be available, in low-income countries, like Ecuador, these programs do not exist. Ecuador’s finances are among the worst in Latin America. In dealing with the pandemic, the Ecuadorian government does not even have enough cash to pay its civil servants, let alone provide social assistance to unemployed people.Approximately 70% of the Galapagos economy is directly or indirectly linked to tourism. Because of COVID-19, tourism has been shut down since mid-March. While Galapagos is controlling COVID-19 fairly well (barely 100 cases – almost half of which are the crew members of the Celebrity Flora), the population has been in a strict lock-down mode since late March.The Samba Team members are among those that face a hard several months, and that stretch will likely last through the end of the year. While they are paid better than average salaries by the Samba owner (the ship is one of the few that has been formally recognized by the national park for its social responsibility) and the crew enjoyed generous gratuities from our travelers, they do not typically have large savings and will increasingly find themselves in a difficult situation.  Cheesemans’ Relationship with The Samba TeamSince 2012, Cheesemans’ Ecology Safaris has led 15 in-depth, two-week trips on the Samba to experience the best of the Galapagos with Juan and his team, so approximately 210 people have joined Cheesemans' in the Galapagos. Since 2015, CNH Tours has helped approximately 1,100 people enjoy a wonderful Active Galapagos trip on the Samba. We are coordinating efforts with each other in hopes that we can take care of the basic needs of the families of The Samba Team who rely on these trips to make a livelihood. Thank you to those alumni who have already donated!Fund-raising objectiveThis amount would provide basic food for 20 families, who work directly or indirectly with The Samba Team, through the end of this year, all of whom are currently out of work, plus cover the transaction fees that GoFundMe charges (2.9% plus $0.30 per donation). A reasonable amount to cover the basic food costs for a family of four is $500 per month. Staples typically consist of rice, plantain, beans, onions, potatoes, fresh vegetables and fruit, fish, chicken, cooking oil, flour, and sugar.Distributing FundsWe will distribute these funds evenly among the 20 families regardless if we meet our objective. Funds will be transferred directly from Cheesemans’ Ecology Safaris to the Samba owners, who we’ve had a close relationship with since 2012, who will distribute it evenly among the 20 families. The Samba owners will not keep any of these funds.Comments from our TravelersThe Samba Team consistently receives glowing reviews from the trips we’ve shared with them.“Juan and his crew went above and beyond to ensure that every individual was treated well. I don't believe I have ever seen a similar level of attention for clients as they provided.” David L. Sparks, 2016  “Juan Manuel Salcedo and crew are top notch. Juan is a terrific leader - great breadth and depth of knowledge, and seems to effortlessly manage his crew and his clients. Always had us at the right place at the right time (for light, animal activity, etc).” Karen Perry, 2019“I looked forward to each day and had total confidence that Juan and the crew were going to do everything they could to make the experience educational, enjoyable and safe. I felt that they shared in our excitement as we explored and learned about the Galapagos.” LuAnn Ewan, 2017Thank you for your consideration!We know many people are in need, but this is one effort we can stand behind confidently; that it is going straight to folks in need, and that supports the Samba owners in providing socially responsible tourism for many years to come.
0	https://www.gofundme.com/f/namibia-ranger-outfitting-project	Travel	13	Namibia Ranger Outfitting Project	Berkeley, CA	5845	5500	33	97 days 00:48:02.313859000	5	33	26	We've always believed travel can be a force for good, so with international travel put on hold by the coronavirus pandemic, the impact on local communities and conservation efforts dependent on tourism has been devastating.Until international travel can resume in earnest, we've put our heads together and come up with a way to tackle an urgent need in the Namibian conservation community – sponsoring the equipment and outfitting of the Rhino and Lion Rangers.Rangers dedicate their working lives to the protection of Namibia’s threatened iconic species, spending an incredible amount of time in the field exposed to the harsh elements of a desert environment for data collection and anti-poaching efforts. As such, Rangers need to be equipped with field uniforms and gear, much of which must be replaced on an annual basis given the demands of the environment and the frequency of use. This gear includes boots, socks, trousers, shirts, hats, backpacks, headlamps, water bottles, jackets, bedrolls, tents, binoculars, and GPS devices.June through September typically sees the most tourists in Namibia, however, COVID–19 has abruptly cut off this critical means of support. While we are happy to report that ranger salaries have been secured for another year, they will unfortunately not have funding for gear renewal until late 2021 at the earliest, which means some rangers will be wearing the same boots for two full years, covering 25 km a day in them.Wilderness Travel and our partners on the ground are organizing emergency financial relief to the amazing team of Namibian Rhino and Lion Rangers, some of whom you met on your trip with us. We are hoping you will consider assisting us in making sure these rangers have the gear they need to continue their critical work. Our goal is to raise $5,500 USD in support of a team of about 70 people.WT is not an NGO, nor do we have a non-profit arm, so these donations will not be tax-deductible.
